"","majority_white_5th","majority_white_median","majority_white_95th","majority_white_v_5th","majority_white_v_median","majority_white_v_95th","majority_white_c_5th","majority_white_c_median","majority_white_c_95th","majority_black_5th","majority_black_median","majority_black_95th","majority_black_v_5th","majority_black_v_median","majority_black_v_95th","majority_black_c_5th","majority_black_c_median","majority_black_c_95th","majority_hisp_5th","majority_hisp_median","majority_hisp_95th","majority_hisp_v_5th","majority_hisp_v_median","majority_hisp_v_95th","majority_hisp_c_5th","majority_hisp_c_median","majority_hisp_c_95th","majority_asian_5th","majority_asian_median","majority_asian_95th","majority_asian_v_5th","majority_asian_v_median","majority_asian_v_95th","majority_asian_c_5th","majority_asian_c_median","majority_asian_c_95th","majority_nonwhite_5th","majority_nonwhite_median","majority_nonwhite_95th","majority_nonwhite_v_5th","majority_nonwhite_v_median","majority_nonwhite_v_95th","majority_nonwhite_c_5th","majority_nonwhite_c_median","majority_nonwhite_c_95th","actual_maj_asn_5th","actual_maj_asn_median","actual_maj_asn_95th","actual_maj_asn_c_5th","actual_maj_asn_c_median","actual_maj_asn_c_95th","actual_maj_asn_v_5th","actual_maj_asn_v_median","actual_maj_asn_v_95th","actual_maj_blk_5th","actual_maj_blk_median","actual_maj_blk_95th","actual_maj_blk_c_5th","actual_maj_blk_c_median","actual_maj_blk_c_95th","actual_maj_blk_v_5th","actual_maj_blk_v_median","actual_maj_blk_v_95th","actual_maj_hisp_5th","actual_maj_hisp_median","actual_maj_hisp_95th","actual_maj_hisp_c_5th","actual_maj_hisp_c_median","actual_maj_hisp_c_95th","actual_maj_hisp_v_5th","actual_maj_hisp_v_median","actual_maj_hisp_v_95th","actual_maj_wht_5th","actual_maj_wht_median","actual_maj_wht_95th","actual_maj_wht_c_5th","actual_maj_wht_c_median","actual_maj_wht_c_95th","actual_maj_wht_v_5th","actual_maj_wht_v_median","actual_maj_wht_v_95th","city","actual_maj_asn","actual_maj_asn_c","actual_maj_asn_v","actual_maj_blk","actual_maj_blk_c","actual_maj_blk_v","actual_maj_hisp","actual_maj_hisp_c","actual_maj_hisp_v","actual_maj_wht","actual_maj_wht_c","actual_maj_wht_v","prop_black","prop_black_v","prop_black_c","prop_white","prop_white_v","prop_white_c","prop_hisp","prop_hisp_v","prop_hisp_c","prop_asian","prop_asian_v","prop_asian_c","ndists","X","black_seg","hisp_seg","asian_seg","white_seg","black_seg_v","asian_seg_v","hisp_seg_v","white_seg_v","black_seg_c","hisp_seg_c","asian_seg_c","white_seg_c","hisp_rpvs","black_rpvs","black_viables","hisp_viables","black_viables_v","hisp_viables_v","black_viables_c","hisp_viables_c","hisp_gingles_c","black_gingles_c","hisp_gingles_v","black_gingles_v","state","city_pop","place_fips","demshare_pres","pres_year"
"11",0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,1,1,1,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0.833333333333333,0.833333333333333,1,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,"aurora",0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0.666666666666667,1,0.666666666666667,0.150683143401226,0.146331364238832,0.154969600110988,0.472958415579886,0.531999867432862,0.65634398852937,0.286840406663414,0.240454735449466,0.123560497212243,0.0484190459767496,0.0516114847495485,0.037301806959646,6,11,0.338190766,0.426011476,0.451074498,0.387330961,0.339654248,0.434003441,0.572010349,0.374197034,0.455400265,0.398587062,0.587042613,0.373284152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CO","329,219",804000,0.630890924979954,2008
"12",0.5,0.6,0.7,0.5,0.6,0.7,0.7,0.8,0.9,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.1,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,4,5,6,0.6,0.7,0.8,0.2,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.6,"austin",0,0,0,0,0,0,0.3,0.2,0.3,0.6,0.7,0.6,0.0763758126363456,0.0747065343624818,0.0892676154870492,0.490446423052346,0.538357738641415,0.638775907365918,0.348515794626338,0.303924601011467,0.212546355571253,0.0624253503164333,0.0640428012795497,0.0436701103035713,10,12,0.501446659,0.505184965,0.535146536,0.494631707,0.501866305,0.51241253,0.572010349,0.462331937,0.612339764,0.425355012,0.602769534,0.457894222,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"TX","847,233",4805000,0.689563316490824,2008
"13",0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0,0,0,0,0,0,0,0,0,0.428571428571429,0.571428571428571,0.571428571428571,0.285714285714286,0.428571428571429,0.571428571428571,0,0.142857142857143,0.285714285714286,0,0,0,0,0,0,0,0,0,5,6,6,1,1,1,0.428571428571429,0.571428571428571,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.428571428571429,0.428571428571429,0.428571428571429,"bakersfield",0,0,0,0,0,0,0.428571428571429,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.428571428571429,0.0764671441689362,0.0740174563483077,0.0909252210900343,0.378802480714186,0.431956013825846,0.525892572781436,0.454863995253508,0.402980321025176,0.314268910684856,0.0587426231378823,0.0641153945615456,0.0429287360296269,7,13,0.434132316,0.382809802,0.505624747,0.427079431,0.436195606,0.492872918,0.572010349,0.414183098,0.564425537,0.36913324,0.574235683,0.400617389,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CA","363,316",603526,0.431713893750887,2008
"14",0.0714285714285714,0.214285714285714,0.285714285714286,0.142857142857143,0.214285714285714,0.285714285714286,0.142857142857143,0.285714285714286,0.357142857142857,0.714285714285714,0.785714285714286,0.857142857142857,0.642857142857143,0.785714285714286,0.857142857142857,0.714285714285714,0.785714285714286,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,0.928571428571429,1,1,0.785714285714286,0.857142857142857,0.928571428571429,0,0,0,0,0,0,0,0,0,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0.785714285714286,0,0,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,"baltimore",0,0,0,0.785714285714286,0.785714285714286,0.785714285714286,0,0,0,0.142857142857143,0.285714285714286,0.214285714285714,0.633052800184737,0.603702901699302,0.62881319943701,0.280168827901579,0.312704440627777,0.321583612673397,0.0417907246508246,0.0391098794200932,0.0189385736569717,0.0231822681786211,0.0263686702521483,0.0147205869611297,14,14,0.725564637,0.60612034,0.710704157,0.705749532,0.728760032,0.69516401,0.572010349,0.697573336,0.76146462,0.758457991,0.82471942,0.750136891,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","620,961",2404000,0.883207471290049,2008
"15",0.5,0.583333333333333,0.666666666666667,0.583333333333333,0.666666666666667,0.75,0.583333333333333,0.666666666666667,0.75,0.333333333333333,0.416666666666667,0.5,0.25,0.416666666666667,0.416666666666667,0.25,0.416666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0.583333333333333,0.75,0.833333333333333,0.333333333333333,0.416666666666667,0.5,0,0,0,0,0,0,0,0,0,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0,0,0,0,0,0,0,0,0,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,"baton rouge",0,0,0,0.416666666666667,0.416666666666667,0.416666666666667,0,0,0,0.583333333333333,0.583333333333333,0.583333333333333,0.451195321505297,0.413724863802849,0.42151543786905,0.469479277758508,0.509649032906081,0.532825116691017,0.0369710892234771,0.0361563450409166,0.0198509524450666,0.0279219523822755,0.0286247362844576,0.0168260879344442,12,15,0.695698333,0.523649295,0.62342972,0.667925658,0.690458931,0.608443789,0.572010349,0.653270105,0.733951599,0.645446125,0.771843751,0.695695287,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"LA","440,171",2205000,0.634286925757596,2008
"16",0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.666666666666667,0.777777777777778,0.777777777777778,0.666666666666667,0.777777777777778,0.777777777777778,0.666666666666667,0.777777777777778,0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0.888888888888889,1,1,0.666666666666667,0.777777777777778,0.777777777777778,0,0,0,0,0,0,0,0,0,0.888888888888889,0.888888888888889,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0,0,0,0,0,0,0,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,"birmingham",0,0,0,0.888888888888889,0.777777777777778,0.777777777777778,0,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0.729067798302477,0.695540328247513,0.722046801357806,0.213669302157856,0.249946399405095,0.256968679498635,0.0361810653361019,0.0334034185736405,0.00862168037845936,0.0101035237966412,0.0116291467400284,0.00390151084104724,9,16,0.712068315,0.703917454,0.770325542,0.720768361,0.713052372,0.759731196,0.572010349,0.712089938,0.748242147,0.871549543,0.930375888,0.747759513,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"AL","240,399",107000,0.820044103992572,2008
"17",0.833333333333333,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"bonita springs",0,0,0,0,0,0,0.166666666666667,0,0,1,1,1,0.00651664271731346,0.00563465451260954,0.00265448599039999,0.751556339908279,0.804311005257044,0.923052820391747,0.224441892743444,0.174491852999969,0.063450550109178,0.00989133319529172,0.00960006860816929,0.00667012667873078,6,17,0.691498841,0.665153483,0.567541125,0.631462031,0.673718389,0.555284095,0.572010349,0.625133535,0.892331843,0.673459853,0.826423578,0.625811262,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"FL","45,378",1207525,0.390086918252833,2008
"18",0.555555555555556,0.666666666666667,0.666666666666667,0.555555555555556,0.666666666666667,0.777777777777778,0.666666666666667,0.666666666666667,0.777777777777778,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0.555555555555556,0.666666666666667,0.777777777777778,0.333333333333333,0.333333333333333,0.444444444444444,0,0,0,0,0,0,0,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0,0,0,0,0,0,0,0,0,0.555555555555556,0.555555555555556,0.555555555555556,0.666666666666667,0.666666666666667,0.666666666666667,0.555555555555556,0.555555555555556,0.555555555555556,"boston",0,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0,0,0,0.555555555555556,0.666666666666667,0.555555555555556,0.223774815110846,0.201876792686325,0.210877839265123,0.469869592605585,0.518175051089647,0.596081978781015,0.174714683027555,0.14926747362641,0.108199060637119,0.0887989069558436,0.0928843145302335,0.0688737128932115,9,18,0.641726542,0.4885135,0.52310031,0.606738021,0.657529528,0.505618002,0.572010349,0.577442948,0.705418452,0.528202587,0.590812055,0.622557235,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"MA","617,594",2507000,0.803269625310442,2008
"19",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"bremerton",0,0,0,0,0,0,0,0,0,1,1,1,0.0634566282479272,0.0640686236085202,0.0617508737136328,0.694486847322793,0.727299306880766,0.78064616777482,0.0959595863001841,0.0816323367006778,0.0624785939954362,0.0539906250967338,0.0572750679761719,0.0415992375902313,7,19,0.39902996,0.323636651,0.397886107,0.260278153,0.389871759,0.388696352,0.572010349,0.265383805,0.54319746,0.484602225,0.515791815,0.388032184,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"WA","39,648",5307695,0.601488026040456,2008
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"brownsville",0,0,0,0,0,0,1,1,1,0,0,0,0.00187485254926069,0.00213858758478819,0.00316451551988883,0.0561503089207165,0.0687520003694438,0.0932361070357147,0.933082314246833,0.919399844454398,0.892766244536401,0.00627490245580474,0.00708541282168396,0.00544996494796626,4,20,0.817385935,0.50563038,0.796641168,0.51218919,0.832151467,0.787158431,0.572010349,0.522875671,0.933241639,0.566121435,0.853460685,0.56519929,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"TX","183,096",4810768,0.710902081727062,2008
"21",0.444444444444444,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0.777777777777778,0.555555555555556,0.666666666666667,0.777777777777778,0.222222222222222,0.333333333333333,0.444444444444444,0.222222222222222,0.333333333333333,0.444444444444444,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0.777777777777778,0.777777777777778,0.888888888888889,0.333333333333333,0.444444444444444,0.555555555555556,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.666666666666667,0.666666666666667,0.666666666666667,0.555555555555556,0.555555555555556,0.555555555555556,"buffalo",0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.444444444444444,0.666666666666667,0.555555555555556,0.373644331669577,0.34738702613297,0.355287339860551,0.458463127313463,0.513698217847986,0.546747649163274,0.105311698788023,0.0856739463981562,0.0698748902211537,0.0318127890987321,0.030355372123699,0.0113536188747114,9,21,0.68534799,0.499939552,0.668240789,0.617703096,0.688081719,0.650531651,0.572010349,0.610942225,0.723051802,0.625342203,0.848086346,0.659934267,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"NY","261,310",3611000,0.832464014232573,2008
"22",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"cape coral",0,0,0,0,0,0,0,0,0,1,1,1,0.0368033180864801,0.0315633972906412,0.0247197982527693,0.735417931169009,0.768019537747382,0.830895083349164,0.194514594353532,0.173271731710911,0.12427498132402,0.0147238032080817,0.0147538520415722,0.0107847016005635,7,22,0.629780887,0.395004426,0.704297417,0.375907627,0.627712691,0.701926955,0.572010349,0.378310568,0.769360823,0.45374957,0.870498349,0.439401337,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"FL","154,561",1210275,0.453897072534029,2008
"23",0.916666666666667,1,1,0.916666666666667,1,1,0.916666666666667,1,1,0,0.0833333333333333,0.166666666666667,0,0,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0.25,0.333333333333333,0.416666666666667,0.0833333333333333,0.166666666666667,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,"charleston",0,0,0,0.25,0.25,0.25,0,0,0,0.75,0.75,0.75,0.249780935140598,0.225197884532034,0.250996464262391,0.687816783355014,0.71825624991421,0.712199523211417,0.0293483206662223,0.0265781173603542,0.0145008150229483,0.0164890384567618,0.0168003941142843,0.00876331582409151,12,23,0.662888838,0.495270158,0.576797979,0.59658141,0.647221985,0.569871376,0.572010349,0.574483451,0.669923492,0.682441169,0.781892416,0.623247553,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"SC","142,956",4513330,0.53485895494131,2008
"24",0.285714285714286,0.428571428571429,0.571428571428571,0.285714285714286,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.714285714285714,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0.714285714285714,0.857142857142857,0.857142857142857,0.428571428571429,0.571428571428571,0.714285714285714,0,0,0,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,0,0,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.428571428571429,0.428571428571429,0.428571428571429,"charlotte",0,0,0,0.285714285714286,0.428571428571429,0.285714285714286,0,0,0,0.428571428571429,0.571428571428571,0.428571428571429,0.344562773054155,0.330686157768128,0.35912059066789,0.450307147578187,0.487315014047688,0.55979200190245,0.131254848138766,0.114235418573867,0.0379804149809646,0.0491609057932195,0.0493419962864338,0.0270984037332392,7,24,0.518717644,0.476231085,0.492119874,0.561189712,0.518600588,0.485092399,0.572010349,0.543813867,0.60489148,0.552043213,0.635316171,0.583677896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"NC","746,874",3712000,0.663909340624882,2008
"25",0.555555555555556,0.666666666666667,0.777777777777778,0.555555555555556,0.666666666666667,0.888888888888889,0.666666666666667,0.777777777777778,0.888888888888889,0.222222222222222,0.333333333333333,0.444444444444444,0.111111111111111,0.222222222222222,0.333333333333333,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0.444444444444444,0.555555555555556,0.666666666666667,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,0,0,0,0,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0,0,0,0,0,0,0,0,0,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,"chattanooga",0,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0,0,0,0.555555555555556,0.555555555555556,0.555555555555556,0.347357114697893,0.321258383970345,0.330049961891155,0.558775348302912,0.600502529824495,0.632416885055265,0.0550769133953768,0.0457131399727623,0.0167065433375336,0.0195606549817427,0.0188373643067543,0.01101676487442,9,25,0.649936303,0.607273701,0.622336186,0.595143262,0.648450375,0.606153774,0.572010349,0.590739948,0.711015637,0.745882427,0.853518904,0.663975697,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0.5,0.5,0.75,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,"chula vista",0,0,0,0,0,0,1,0.5,0.5,0,0,0,0.0408790081955376,0.0428681385836044,0.0550096438788789,0.203541468260838,0.23568013340225,0.30390995813619,0.582417872640722,0.54630977650892,0.463122829677688,0.137675138196562,0.147037287768531,0.143845326439651,4,27,0.351260654,0.299725133,0.428266085,0.276400417,0.347911649,0.425176032,0.572010349,0.275480527,0.49052074,0.287136693,0.44920766,0.304785684,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"CA","245,151",613392,0.603191968595148,2008
"27",0.285714285714286,0.380952380952381,0.428571428571429,0.380952380952381,0.476190476190476,0.523809523809524,0.428571428571429,0.476190476190476,0.523809523809524,0.523809523809524,0.523809523809524,0.571428571428571,0.476190476190476,0.523809523809524,0.571428571428571,0.476190476190476,0.523809523809524,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,17,0.80952380952381,0.857142857142857,0.904761904761905,0.571428571428571,0.619047619047619,0.666666666666667,0,0,0,0,0,0,0,0,0,0.571428571428571,0.571428571428571,0.571428571428571,0.523809523809524,0.523809523809524,0.523809523809524,0.571428571428571,0.571428571428571,0.571428571428571,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.476190476190476,0.476190476190476,0.476190476190476,0.428571428571429,0.428571428571429,0.428571428571429,"cleveland",0,0,0,0.571428571428571,0.523809523809524,0.571428571428571,0,0,0,0.333333333333333,0.476190476190476,0.428571428571429,0.524848917104788,0.500838862808102,0.509810544659922,0.334250151100476,0.376263474966802,0.394987167194136,0.0995237260621388,0.0846908283534169,0.0735765510959337,0.0183144007848844,0.0209710292208326,0.0101994885889041,21,28,0.73293342,0.586758383,0.771745584,0.623664763,0.740896082,0.760814188,0.572010349,0.633196663,0.768657275,0.673522721,0.891833622,0.68196055,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"OH","407,485",3916000,0.869348060586993,2008
"28",0.375,0.5,0.625,0.5,0.5,0.625,0.5,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0.625,0.75,0.875,0.5,0.5,0.625,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"columbus ga",0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.459578300925289,0.439627335873788,0.459910618511652,0.431234221393011,0.465743254505339,0.473224423353277,0.0591265984939394,0.0527625098102029,0.035307368915825,0.0214455656931972,0.0220856739902891,0.0155243817587523,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GA","182,004",1319000,0.533215625689693,2008
"29",0.6,0.6,0.8,0.6,0.8,0.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0.2,0.8,0.8,0.8,1,1,1,0.8,0.8,0.8,"concord",0,0,0,0,0,0,0.2,0,0.2,0.8,1,0.8,0.0326710013695741,0.0323585642183582,0.0343565931069956,0.503195875612825,0.547144532906603,0.682984970112202,0.305624858787848,0.264281676718073,0.147070946735539,0.108312265384781,0.115998703550025,0.103579536237227,5,31,0.445099857,0.421362765,0.320967329,0.35807024,0.439492132,0.308249885,0.572010349,0.344210616,0.634176366,0.369504859,0.39543201,0.331367301,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"CA","123,654",616000,0.677305726190988,2008
"30",0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,0.6,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.8,0,0,0,0,0,0,0,0,0,4,5,5,1,1,1,0.8,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.2,"corpus christi",0,0,0,0,0,0,0.8,0.8,0.8,0.2,0.4,0.2,0.0390899423828338,0.0398797380092672,0.0427031307163444,0.331735991956677,0.370310567874761,0.398167113862945,0.59795581738431,0.558992434633881,0.538664795906747,0.0176948403705801,0.0188460912348708,0.0122191299684511,5,32,0.503398034,0.428476109,0.640489072,0.445297676,0.506866397,0.626056627,0.572010349,0.439876159,0.666402203,0.466160469,0.800406886,0.47650459,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"TX","306,331",4817000,0.47841853380168,2008
